sentence1	sentence2	gold_label
자전거를 탄 사람들이 교차로에서 기다리고 있다.	자전거를 탄 한 사람 이상이 교통법을 준수하고 있다.	entailment
자전거를 탄 사람들이 교차로에서 기다리고 있다.	사람들은 산악자전거를 타고 있다.	neutral
자전거를 탄 사람들이 교차로에서 기다리고 있다.	자전거를 타는 사람들이 있다.	entailment
자전거를 탄 사람들이 교차로에서 기다리고 있다.	자전거를 탄 사람들은 교차로를 통해 속도를 낸다.	contradiction
빨간 셔츠를 입은 남자가 맨 위에 채워진 부착된 카트 위에 서 있는 다른 남자를 보고 있다.	카트가 비어 있습니다.	contradiction
빨간 셔츠를 입은 남자가 맨 위에 채워진 부착된 카트 위에 서 있는 다른 남자를 보고 있다.	한 남자가 다른 남자에게 피기백 놀이기구를 주고 있다.	contradiction
빨간 셔츠를 입은 남자가 맨 위에 채워진 부착된 카트 위에 서 있는 다른 남자를 보고 있다.	수레에는 물건들이 가득하다.	entailment
빨간 셔츠를 입은 남자가 맨 위에 채워진 부착된 카트 위에 서 있는 다른 남자를 보고 있다.	한 남자가 벤치 밑에서 자고 있다.	contradiction
빨간 셔츠를 입은 남자가 맨 위에 채워진 부착된 카트 위에 서 있는 다른 남자를 보고 있다.	남자는 다른 남자를 본다.	entailment
빨간 셔츠를 입은 남자가 맨 위에 채워진 부착된 카트 위에 서 있는 다른 남자를 보고 있다.	농산물 판매업자는 보건부 직원에 의해 감시된다.	neutral
빨간 셔츠를 입은 남자가 맨 위에 채워진 부착된 카트 위에 서 있는 다른 남자를 보고 있다.	누군가는 물건이 가득 찬 수레 위에 있고, 다른 사람은 관찰한다.	entailment
빨간 셔츠를 입은 남자가 맨 위에 채워진 부착된 카트 위에 서 있는 다른 남자를 보고 있다.	남자가 여자를 지켜보고 있다.	contradiction
빨간 셔츠를 입은 남자가 맨 위에 채워진 부착된 카트 위에 서 있는 다른 남자를 보고 있다.	한 상인과 그의 조수는 그들의 카트에 얼마나 많은 제품이 있는지 결정하려고 노력하고 있다.	neutral
빨간 셔츠를 입은 남자가 맨 위에 채워진 부착된 카트 위에 서 있는 다른 남자를 보고 있다.	수레는 석탄으로 가득 차 있다.	neutral
빨간 셔츠를 입은 남자가 맨 위에 채워진 부착된 카트 위에 서 있는 다른 남자를 보고 있다.	한 남자가 카트 위에 서 있다.	entailment
빨간 셔츠를 입은 남자가 맨 위에 채워진 부착된 카트 위에 서 있는 다른 남자를 보고 있다.	카트가 상부로 충진된다.	entailment
빨간 셔츠를 입은 남자가 맨 위에 채워진 부착된 카트 위에 서 있는 다른 남자를 보고 있다.	남자들이 밖에 있다.	neutral
빨간 셔츠를 입은 남자가 맨 위에 채워진 부착된 카트 위에 서 있는 다른 남자를 보고 있다.	사람은 문어를 먹는다.	contradiction
빨간 셔츠를 입은 남자가 맨 위에 채워진 부착된 카트 위에 서 있는 다른 남자를 보고 있다.	한 남자가 식료품이 가득 찬 수레 위에 서 있다.	neutral
한 소년이 여자처럼 생긴 분수대에서 술을 마시고 있다.	수컷이 물을 마시고 있다.	entailment
한 소년이 여자처럼 생긴 분수대에서 술을 마시고 있다.	조각가가 여자친구처럼 생긴 분수대에서 술을 가져간다.	neutral
한 소년이 여자처럼 생긴 분수대에서 술을 마시고 있다.	한 남자가 잔에 담긴 레모네이드를 마시고 있다.	contradiction
세 명의 폭주족이 시내에 정차한다.	시내에 정차하다	neutral
세 명의 폭주족이 시내에 정차한다.	자전거 타는 사람들은 마을에 들른다	entailment
세 명의 폭주족이 시내에 정차한다.	한 마을이 폭주족 세 명이 도착하는 것을 목격했다.	entailment
세 명의 폭주족이 시내에 정차한다.	신발 폭주족들이 속도를 늦추고 있다	neutral
세 명의 폭주족이 시내에 정차한다.	폭주족들이 할리의 차를 타고 있다.	neutral
세 명의 폭주족이 시내에 정차한다.	폭주족 세 명이 시속 100마일로 달리고 있다	contradiction
세 명의 폭주족이 시내에 정차한다.	폭주족들은 물을 들이마신다	contradiction
세 명의 폭주족이 시내에 정차한다.	자전거 타는 사람들은 가스를 마시기 위해 멈춘다	entailment
세 명의 폭주족이 시내에 정차한다.	세 명의 자전거 타는 사람들이 무리를 지어 타고 있다.	neutral
세 명의 폭주족이 시내에 정차한다.	매우 성난 개가 있다.	contradiction
세 명의 폭주족이 시내에 정차한다.	세 명의 폭주족들이 마을에서 휴식을 취하고 있다.	neutral
세 명의 폭주족이 시내에 정차한다.	폭주족들이 마을에 있다.	entailment
세 명의 폭주족이 시내에 정차한다.	한 무리의 폭주족들이 거리에 있다.	entailment
세 명의 폭주족이 시내에 정차한다.	폭주족들은 마을에 멈추지 않았다.	contradiction
세 명의 폭주족이 시내에 정차한다.	다섯 명의 폭주족들이 도로를 달리고 있다.	contradiction
트럭에 부착된 트레일러에 붓을 싣는 두 사람.	남자가 카누를 물가로 옮기고 있다.	contradiction
트럭에 부착된 트레일러에 붓을 싣는 두 사람.	두어 사람이 트럭에 부착된 트레일러에 붓을 싣고 있다.	entailment
트럭에 부착된 트레일러에 붓을 싣는 두 사람.	트럭에 부착된 트레일러에 붓을 싣는 두 사람이 캠핑을 가서 불태울 수 있도록 했다.	neutral
수염을 기른 남자, 회색 소매와 작업용 장갑이 달린 빨간 셔츠를 입고 밧줄을 잡아당기고 있다.	수염을 기른 남자가 밧줄을 당긴다	entailment
수염을 기른 남자, 회색 소매와 작업용 장갑이 달린 빨간 셔츠를 입고 밧줄을 잡아당기고 있다.	수염을 기른 남자가 직장에서 밧줄을 당기고 있다.	neutral
수염을 기른 남자, 회색 소매와 작업용 장갑이 달린 빨간 셔츠를 입고 밧줄을 잡아당기고 있다.	남자가 밧줄을 잡아당긴다.	entailment
수염을 기른 남자, 회색 소매와 작업용 장갑이 달린 빨간 셔츠를 입고 밧줄을 잡아당기고 있다.	그 남자는 장비를 옮기려고 일을 하고 있었다.	neutral
수염을 기른 남자, 회색 소매와 작업용 장갑이 달린 빨간 셔츠를 입고 밧줄을 잡아당기고 있다.	남자가 턱수염을 뽑다	contradiction
수염을 기른 남자, 회색 소매와 작업용 장갑이 달린 빨간 셔츠를 입고 밧줄을 잡아당기고 있다.	턱수염을 기른 남자가 이빨로 차를 끌고 있다.	contradiction
수염을 기른 남자, 회색 소매와 작업용 장갑이 달린 빨간 셔츠를 입고 밧줄을 잡아당기고 있다.	한 남자가 줄타기 대회에 참가하다	neutral
수염을 기른 남자, 회색 소매와 작업용 장갑이 달린 빨간 셔츠를 입고 밧줄을 잡아당기고 있다.	한 남자가 호수에서 차를 끌어내려 하고 있다.	neutral
수염을 기른 남자, 회색 소매와 작업용 장갑이 달린 빨간 셔츠를 입고 밧줄을 잡아당기고 있다.	남자는 깨끗한 면도를 하고 있었다.	contradiction
수염을 기른 남자, 회색 소매와 작업용 장갑이 달린 빨간 셔츠를 입고 밧줄을 잡아당기고 있다.	수염을 기른 남자가 밧줄을 잡아당기고 있다.	entailment
수염을 기른 남자, 회색 소매와 작업용 장갑이 달린 빨간 셔츠를 입고 밧줄을 잡아당기고 있다.	남자가 썰매를 뒤로 끌고 가고 있다.	neutral
수염을 기른 남자, 회색 소매와 작업용 장갑이 달린 빨간 셔츠를 입고 밧줄을 잡아당기고 있다.	수영복을 입은 남자가 밧줄을 휘두른다.	contradiction
수염을 기른 남자, 회색 소매와 작업용 장갑이 달린 빨간 셔츠를 입고 밧줄을 잡아당기고 있다.	남자가 검은 셔츠를 입고 있다	contradiction
수염을 기른 남자, 회색 소매와 작업용 장갑이 달린 빨간 셔츠를 입고 밧줄을 잡아당기고 있다.	남자가 밧줄을 잡아당기고 있다.	entailment
수염을 기른 남자, 회색 소매와 작업용 장갑이 달린 빨간 셔츠를 입고 밧줄을 잡아당기고 있다.	남자는 수염을 기를 수 있다.	entailment
얼굴 털에 빨갛고 회색 셔츠를 입은 남자가 밧줄을 잡아당겼다.	한 남자가 벌거벗은 채 침대에 누워 있다.	contradiction
얼굴 털에 빨갛고 회색 셔츠를 입은 남자가 밧줄을 잡아당겼다.	남자가 빨간색과 회색 셔츠를 입고 있다.	neutral
얼굴 털에 빨갛고 회색 셔츠를 입은 남자가 밧줄을 잡아당겼다.	남자는 얼굴 털이 있다.	entailment
녹색 두건에 파란색 셔츠를 입은 중년 동양 여성이 거대한 미소를 짓고 있다.	중년의 동양 여성이 V를 보고 있다	contradiction
녹색 두건에 파란색 셔츠를 입은 중년 동양 여성이 거대한 미소를 짓고 있다.	초록색 두건과 파란색 셔츠를 입은 중년 동양 여성이 거대한 미소를 짓고 있다.	entailment
녹색 두건에 파란색 셔츠를 입은 중년 동양 여성이 거대한 미소를 짓고 있다.	중년의 동양 여성은 매우 행복하다	neutral
파란색 상의와 녹색 두건을 쓴 아시아 여성이 다른 여성이 뒤에서 배를 노를 젓자 활짝 웃고 있다.	아시아 여성은 땅에서 돈을 발견했기 때문에 행복하다.	neutral
파란색 상의와 녹색 두건을 쓴 아시아 여성이 다른 여성이 뒤에서 배를 노를 젓자 활짝 웃고 있다.	다른 여자가 노를 젓는 동안 아시아 여성이 미소를 짓고 있다.	entailment
파란색 상의와 녹색 두건을 쓴 아시아 여성이 다른 여성이 뒤에서 배를 노를 젓자 활짝 웃고 있다.	아시아 여성이 개에게서 도망치고 있다.	contradiction
보트 작업자가 선을 고정합니다.	노동자가 보트에 뭔가를 하고 있다.	entailment
보트 작업자가 선을 고정합니다.	보트 노동자가 바다에서 수영을 하고 있다.	contradiction
보트 작업자가 선을 고정합니다.	그 보트 노동자는 선을 세우기 위해 열심히 일한다.	neutral
목걸이를 한 작은 소녀가 수영을 하고 있다.	목걸이를 한 작은 소녀가 수영장에서 수영을 하고 있다	neutral
목걸이를 한 작은 소녀가 수영을 하고 있다.	뚱뚱한 소녀가 가장자리에서 다이빙을 하고 있다	contradiction
목걸이를 한 작은 소녀가 수영을 하고 있다.	목걸이를 한 작은 소녀가 물속에 있다	entailment
스케이트보더가 수영장에서 스케이트를 탄다.	스케이트가 수영장에서 헤엄친다.	contradiction
스케이트보더가 수영장에서 스케이트를 탄다.	스케이트 선수가 수영장에 있다.	entailment
스케이트보더가 수영장에서 스케이트를 탄다.	스케이트 선수가 수영장 입술을 갈고 있다.	neutral
인도인이나 파키스탄인으로 보이는 한 커플이 물 옆 길을 걷고, 어머니는 기저귀를 차고 아이를 안고, 아버지는 인도주의 단체 '아이들을 구하라'의 로고가 적힌 담요에 싸여 있다.	한 남자가 유니세프 담요에 싸여 있다.	contradiction
인도인이나 파키스탄인으로 보이는 한 커플이 물 옆 길을 걷고, 어머니는 기저귀를 차고 아이를 안고, 아버지는 인도주의 단체 '아이들을 구하라'의 로고가 적힌 담요에 싸여 있다.	아이를 안고 있는 커플이 물을 따라 걷고 있다.	entailment
인도인이나 파키스탄인으로 보이는 한 커플이 물 옆 길을 걷고, 어머니는 기저귀를 차고 아이를 안고, 아버지는 인도주의 단체 '아이들을 구하라'의 로고가 적힌 담요에 싸여 있다.	인도 부부가 인도주의 단체와 함께 피난처를 찾고 있다.	neutral
아이를 안고 있는 여자가 있고, 아이 가방을 구한 남자와 함께 있다.	한 무리의 사람들이 추가 포즈를 취하고 있다.	entailment
아이를 안고 있는 여자가 있고, 아이 가방을 구한 남자와 함께 있다.	한 남자와 한 여자가 그들의 아들을 호킹하고 있다.	neutral
아이를 안고 있는 여자가 있고, 아이 가방을 구한 남자와 함께 있다.	한 남자가 비행기를 보고 있다.	contradiction
아기를 가진 가족, 아버지는 아이들을 구하는 표지판을 달고 있다.	세 명의 성인이 그려져 있다.	contradiction
아기를 가진 가족, 아버지는 아이들을 구하는 표지판을 달고 있다.	남자가 글씨가 적힌 옷을 입고 있다.	entailment
아기를 가진 가족, 아버지는 아이들을 구하는 표지판을 달고 있다.	여자가 아기를 안고 있다.	neutral
외국 가족이 물가의 흙길을 따라 걷고 있다.	그들은 자전거를 타고 있다	contradiction
