sentence1	sentence2	gold_label
리처드슨이 피카소를 진지한 예술가와 명예로운 사람으로 만들 필요가 있는 것은 무엇보다도 피카소가 여성과의 관계에 대한 그의 설명을 변형시킨다고 그는 쓰고 있다.	피카소는 신사였고 영감을 받은 시적 악당이 아니었다.	contradiction
"어, 안녕." 다니엘이 온순하게 말했다.	다니엘은 수줍어하면서도 모두에게 인사했다.	neutral
오, 내가 샌안토니오에 대해 누군가와 얘기했어	댈러스에 대해 누군가와 얘기했다.	contradiction
안개 낀 아침이 그 장면을 더욱 상기시킨다.	파리의 안개 낀 아침은 지나간 세월의 옛 연상적 이미지를 떠올리게 한다.	neutral
미국에서의 배달 비용의 합리화로 인해 가장 인구가 적은 지역의 우편 밀도는 프랑스에서 가장 인구가 적은 지역의 밀도보다 높습니다.	우편 밀도는 주어진 지역에서 배달되는 정크 메일의 양을 말한다.	contradiction
이스탄불에서 서쪽으로 15km(9마일) 떨어진 베이커키 인근 벨리펜디 히포드롬에서 4월부터 12월 사이에 경주가 열린다.	4월부터 12월까지 벨리펜디 히포드롬에서 경주가 있다.	entailment
2000년 미국에서 무수 암모니아의 생산은 약 17,40만 톤(동등 무수)으로, 2001년 미국 판에서 보듯이 겉보기 소비량은 22,000,000톤, 순 수입을 통해 약 4,60만 톤이 충족되었다.	미국은 매년 무수 암모니아를 생산하지 않는다.	contradiction
오 그래, 그들은 텍사스 북부에서 그렇게 해. 그들은 네가 이 특정한 영화나 콘서트나 할인된 것에 가고 싶은지 꽤 많이 알고 있어. 여기 아래 큰 것은 로데오야.	나는 할 수 있을 때 할인된 가격을 받으려고 노력한다.	neutral
지난 8년 동안이 학교는 보스턴의 올스턴 섹션에서 8천 8 백만 달러 이상의 부동산을 인수하여 잠재 판매자에게 신원을 밝히지 않았습니다.	지난 8년 동안, 학교는 보스턴의 Allston 섹션에서 8800만 개 이상의 부동산을 인수하면서 자신의 학생들에게도 완전히 익명으로 남아있었습니다.	neutral
어, 하지만 너무 많은 사람들이 있어. 네가 너무 많은 다른 의견을 가지고 있어. 넌 잘 가져서는 안 돼. 난 이걸 할 필요가 없어. 그렇지 않으면 안 돼. 그리고 내가 관여하고 싶지 않은 다른 모든 것들을 할 필요가 없어.	의견은 다른 경향이 있다.	entailment
음-흠, 언젠가 엔지니어로 돌아갈 거라고 생각하겠지?	언젠가는 공부로 돌아갈 것이다.	neutral
바로 수변에서; 더 공식적인 분위기와 일몰을 잡을 수 있는 좋은 장소를 제공한다.	그것은 해질녘의 끔찍한 경치를 가지고 있다.	contradiction
바느질 아이템이 진짜 기사(열등한 수입품이나 기계 제작품과는 반대로)인지 확인하기 위해, IBTAM의 엠블럼인 M으로 납 도장을 찾아라. IBTAM은 Rua Visconde de Anadia에 전시실/박물관을 두고 있는 공식 섬 조직인 Instituto de Bordado, Tapecaras e Arte?sanato da Madera(Madeiran Embroidery, Tapestry, Handicrafts)에 의해 인증되었다는 것을 의미한다.	진정성을 보여주기 위한 도장이 있다.	entailment
그러나 한때 다소 쇠약했던 그에 대한 나의 자신감은 알프레드 잉글소프의 결백에 대한 그의 믿음이 그렇게 의기양양하게 입증되었기 때문에 완전히 회복되었다.	나는 진짜 살인자가 이제 더 쉽게 결정해야 한다고 느꼈다.	neutral
(코흘러의 회계사 사전) 계약 권한 - 계약 권한은 예산 권한의 하위 집합이다.	계약 권한은 금융 당국에 의해 부여되어야 한다.	neutral
일행이 모여들자 푸아로는 인기 있는 강사처럼 자리에서 일어나 청중들에게 정중하게 고개를 숙였다.	푸아로는 자리에서 일어나 고개를 숙이고 청중들에게 연설하기 시작했다.	neutral
제인에게 옷을 입히는 것은 즐거울 것이다.	제인 옷을 입는 것은 즐거울 것이다.	entailment
Engakuji는 가마쿠라에서 가장 큰 사원 단지입니다. 종종 화재와 지진으로 괴로워하며 원래 46개의 건물 중 17개가 살아 남았습니다.	엔가쿠지의 원래 건물들은 아직 남아 있지 않다.	contradiction
이러한 요구사항을 적용함에 있어서 감사인의 통제평가에 영향을 미치는 요인은 다음과 같다.	다음의 요인들의 영향이 가능하다.	entailment
그들은 가까운 곳에 살고 있는가?	그들의 집은 이 근처에 있나요?	entailment
역사는 법을 어긴다.	과거와 미래를 말할 때는 법이 약하다.	neutral
이제 보수주의자들은 반격하고 있다.	보수주의자들은 지금 싸우고 있다.	entailment
오스트리아의 못생긴 여왕 마리아나의 타협하지 않는 Vel? Crose Ribera의 소름 끼치는 유머러스 한 The Club Foot에 관한 El Greco의 강력하고 신비한 그리스도.	엘 그레코는 매우 유명한 스페인 화가로, 그의 작품은 종종 종교적이었다.	neutral
Sant Antoni와 CaleT? rida 및 CaleBadella 사이의 도로 연결이 양호하여 두 베이가 모두 개발되었습니다.	좋은 도로 연결로 두 베이가 모두 개발되었다.	entailment
그리고 만약 당신이 그렇게 하고 싶다면, 당신은 당신이 원하는 어떤 종류의 서비스도 주문할 수 없다는 것을 알고 있지만, 당신은 당신이 직접 청구서의 적어도 일부를 받아야 한다는 것을 알고 있을 가능성이 높다.	원하는 서비스를 주문하면 요금을 부담해야 할 수도 있다.	entailment
개별 장인의 가게는 더 이상 이곳에 없지만 비단 짜는 공장, 도자기 공장, 포산민속미술관 등을 방문해 중국 등불을 만드는 일꾼들, 조각품 조각, 두루마리 그림 그리기, 종이로 복잡한 디자인 절단 등을 관찰할 수 있다.	노동자들은 매우 열정적으로 조각품과 페인트 두루마리를 조각합니다.	neutral
어니스트 경은 판사에게 "이 질문들은 관련이 없다"고 항의했다. 어니스트 경은 고개를 숙이고 화살을 쏘았다.	어니스트 경은 고개를 약간 숙이고 말을 이었다.	entailment
그 집은 놀랍게도 작고 단순하며, 침실 하나, 작은 부엌, 그리고 몇 개의 사교실이 있다.	그 집은 매우 크고 10개의 침실, 거대한 부엌, 그리고 전체 크기의 올림픽 수영장을 자랑한다.	contradiction
소설은 그 영광을 가지고 있지만, 은닉은 단지 누추할 뿐이다.	물건을 숨기는 것은 더러울 뿐, 소설에는 영광이 있다.	entailment
음, 하지만 시간이 지나면 사람들이 프리미엄을 지불하는 높은 위험을 보게 될 거라고 생각해. 하지만 그들은 그것을 증명할 방법을 찾아야 해.	고위험층이 프리미엄을 내기 시작하려면 시간이 좀 걸릴 것이다.	neutral
즐길 필요가 있는 아이들이 있나요?	어떤 아이들도 즐겁게 되고 싶어하지 않는다.	contradiction
바라건대, 월가는 이러한 문제들이 행동하도록 강요되기 전에 자발적인 조치를 취할 것이다.	월가는 해결해야 할 문제들에 직면해 있다.	entailment
좋아 프로 축구 나는 뉴욕 자이언츠의 두 팀을 좋아하고 두 번째 팀은 라이더스야.	뉴욕 자이언츠와 라이더스는 내가 축구에서 가장 좋아하는 팀이다.	entailment
그는 궁금해하는 것을 멈추고 이제 받아들였다. 그는 첫 번째 기회에 여기서 벗어나려고 했고 어떻게든 할 수 있다고 확신했다.	의사 사무실은 끔찍한 곳이었고 그는 나가고 싶어했다.	neutral
그래, 이상해. 왜냐하면 내가 예전과 같고 오늘날까지도 야채가 나를 정말 꺼리게 한다는 것을 알고 있기 때문이야. 하지만 네가 너무 많은 정보를 읽었을 때, 이것이 네가 가는 더 건강한 방법이고 이것이 너의 몸이 정말로 원하는 것이고, 네가 먹는 진짜 이유가 무엇인지 생각할 때 나는 내가 미각을 위한 것이라는 것을 알아. 나는 미각을 가지고 있지만	나는 맛이 좋은 사람이고 모든 야채는 다른 종류의 음식과는 달리 아주 맛있다	contradiction
공공장소에는 그나저나 그렇게 하는 한 주가 있다.	공공장소에는 그런 일을 하는 곳이 전혀 없다	contradiction
한때 라스베이거스 전시실은 최고 엔터테인먼트 헤드라이너, 코미디언, 프로덕션 쇼, 그리고 매우 저렴한 가격에 즐길 수 있는 춤추는 소녀들로 가득 차 있었다.	인플레이션과 생산가치 때문에 라스베이거스는 이제 더 많은 비용이 든다는 것을 보여준다.	neutral
어, 그런 것들을 고수하면 그것들이 그들이 해야 할 모든 것을 할 수 있어. 내 말은 그것은 많은 돈이 들지 않을 거라는 거야.	그런 것들을 고수하는 데는 많은 돈이 들지 않을 것이다.	entailment
우리는 개울에서 목욕한 여행을 떠났다	개울에서 목욕하는 것 외에도 스파와 사우나에도 갔다.	neutral
본토에서는 1580년 스페인의 필립 2세가 포르투갈의 왕을 선포하고 국경을 넘어 군대를 진군시켰을 때 훨씬 더 중요한 침략이 뒤따랐다.	스페인의 필립 2세는 포르투갈을 침공했다.	entailment
이것은 이론의 아침이나 오후와 얕은 물 작업을 수반하며, 완전한 오픈 워터 코스를 실행하기 전에 기본 기술을 시험할 수 있는 기회를 제공합니다.	이론이나 그 어떤 것으로도 기본적인 기술을 시험해 볼 기회가 없을 것이다.	contradiction
계획의 1단계에 따라 완료된 이니셔티브는 다음과 같다.	모든 것이 한 단계로 진행되기 때문에 계획의 1단계는 없다.	contradiction
그래, 난 괜찮아. 난 확실히 찬성해.	나는 확실히 그것에 동의한다.	entailment
그래, 너희 모두가 잘 돌봐주어서 기뻐. 내 생각엔 모든 걸 바꾼 것 같아. 그리고 어, 너희 모두 지난 2년 동안 여기서 TI를 위해 돈을 버는 유일한 사람들이었어.	지난 몇 년 동안, 아무도 TI를 위해 돈을 벌지 못했다.	contradiction
하지만 그가 보여주는 것으로 의미하는 것은 누구나 추측할 수 있는 것이다.	그의 발표는 아주 분명했다.	contradiction
재판을 위해 계속 재판을 받는 거 알잖아요	풀려나고 재판도 안되고	contradiction
나는 그것을 거꾸로 기울였다.	나는 그것을 뒤집었다.	entailment
이 길을 따라 계속하여 관광객들에게 인기 있는 아름다운 해안 도시 몰리보스(고대 이름인 미티마나로도 알려져 있다)에 도달하라.	몰리보스는 이 지역 중심부에 있는 다운타운으로 관광객들에게 전혀 인기가 없다.	contradiction
스크리닝 테스트의 경우, 높은 민감도가 가장 바람직한 매개변수다.	그들은 낮은 민감도를 갖기를 원했다.	contradiction
다른 주요 선수들이 이러한 책임 실패와 관련하여 어떤 관여를 했는가?	아무도 그 실패에 대해 걱정하지 않았다.	contradiction
아침의 보라색 그늘에서 카다안은 아드린이 검 연습으로 모래언덕에 서 있는 것을 보았다.	Adrin은 많은 사람들이 "Ca'daan"으로 알고 있는 그를 쫓는 검객으로 밤에 길을 잃었습니다.	contradiction
내 고양이들도 그렇게 할 수 있을 거야	내 고양이들은 아마 똑똑하기 때문에 그렇게 할 수 있을 것이다.	neutral
Saint-Jean-de-Luz의 남동쪽에는 Ascain이 있으며, 17세기의 매혹적인 집과 전형적인 목조 갤러리 교회로 둘러싸인 마을 광장이 있습니다.	그 교회는 20세기에 지어졌다.	contradiction
그는 분명히 네가 하늘을 수리해야 한다고 말했다.	그는 하늘을 갈라놓는 것에 대해 중얼거릴 뿐이었다.	contradiction
위대한 로렌조와 형제 줄리아노는 조각가의 마돈나와 아이 밑에 있는 단순한 무덤에 누워 있으며, 가족 수호 성인인 코스마스와 데미안의 작은 예술가들의 동상이 옆에 있다.	로렌조와 줄리아노는 서로 관계가 있었다.	entailment
그들은 몇 주 동안 끊임없이 나를 지켜보았다.	그들은 몇 주 동안 나를 혼자 내버려 두었다.	contradiction
10개 지사에 변호사와 지원 직원 등 약 100명의 직원이 근무하고 있다.	10개 지점에는 100명에 가까운 직원이 있었다.	entailment
먼저, 조기 사망률을 추정하기 위해 세 가지 대체 농도 반응(C-R) 함수를 적용하였다.	발생률에는 CR 기능이 적용되지 않았다.	contradiction
